reviewerID,asin,overall
A3RNP5X8ZGZIEI,B00198TUO4,4
A1K6K23WG0IBWE,B00005O061,4
A20QZHLZV1P4T8,B000UR9QQM,4
A1TYXNOUWMP83,6304438206,4
A3FLN91OHH4WKM,B00B4ZN3XQ,4
AIO247KHD2O40,B0041QSZFG,5
AD08O69XHCIBQ,1419819100,1
AQZH7YTWQPOBE,B0019LY5IM,4
A107AA4J42XIXA,B0090SI4HO,2
A2JA2WBPQJP4O4,B00005JLF3,4
AGZVS6M8XJGN6,0790748894,3
A2AFM0SLLFPSJ1,B00005JLO2,4
A16YMWR93A753M,6303032648,5
A1JCRQWR3Z6OME,B000127LW2,4
A187JA7XRK26NP,B004LWZW8I,5
A3M2WW0PO34B94,B0034G4OXQ,2
A1JBP61209E7EO,B0002Y0QV2,5
A3CDZL9DINT7EK,B004A8ZWW4,5
A18BV4O63DOWNH,0767849493,2
A3VQTP6C24TDW6,B0002Y69NG,5
AYWLQV495MVRI,B008JFUQZ2,5
A1RI3XMZHQXPD2,B00005OSKC,5
A2IF5J75C7N3W1,B000228EYK,1
A1FG91CM8221X1,B000NOKFHG,4
AUHG8KSHI529U,B0012IWO0I,5
A3SFO2GSP5CVSM,B0012YICBC,5
A3CE57YNGVWBQN,B000059LGF,4
A2Q1JIPJ8LDGOQ,6300151379,5
A1LRH614Y65ZWF,B004XC5LHS,5
A2HQUFITV7ME70,B005ER6SNM,4
AUZQC36P0OZNP,078321958X,4
A3E6EKMSRXWGJS,B00005JOJR,5
A1ABVP0DV1ZN89,B0000AUHQG,5
A128J6P54ADZ7Z,6303364772,4
A19ZXK9HHVRV1X,B00GS08Y3Q,4
A2R6RA8FRBS608,6303128807,3
A3LU79BYMWZEW9,6300186008,4
A305MHS6OUKUOJ,B003Y5H5H4,5
A1T757B3O8CSW,B009OCR1OI,1
A1TEMNM9ZEOLJ6,630291695X,3
AV6QDP8Q0ONK4,B007K7IAVC,3
APCUHWVKWROT4,B002ZG994U,2
A35T44C80GEZXB,6300214621,5
A220FJEQNGMSRN,B0000A9GHD,2
A4IPE0Z4EOMIC,B000O77SNG,5
A3GVX5U4F451G,630133275X,3
A17F89VFRY27RL,B0081FSMMO,4
AXYGT3CBHC1WA,6301954947,5
A3V3WJ3QHXS7KB,B0001BKAEE,5
A31EGY52REJH60,B0002A2WFY,3
AR9XYZ13R8Y2O,630326669X,4
A20WQB8W2OO6V,B00004TJK0,5
A12FLZREV32JOP,B00005JHCF,5
A3AOKQCH0YBZDS,B0014Z4OKW,3
AV4SW3GWVVHKY,B0008ENID4,5
A2R6RA8FRBS608,6302561841,5
AJI80WO9V8V6S,1573624578,3
A1CTXFV36Y7P7Y,6302676711,5
A35JCASWZL0XBH,B005N7Z7Y4,5
AGBVL1M99LAGE,B001G0N1QS,5
A3JJ21YCMGSKGH,B00005JNHS,5
A2R4XG0L7Z01V8,B00005JM3A,3
A27H9DOUGY9FOS,B000QUCNOU,4
A2N8TPYP941I3C,B006JIL0AG,5
A3SJSNS9LW981O,6305568901,4
AXSH6O4OP5L4M,B000Q7ZLV0,5
A2WITHZQXG7FR9,6302760135,5
A2B8GXSCB1R05T,B003R0LVDK,5
A2XFARDI1D9DPY,B0007O38ZI,4
A3T46X7M3AUDAB,6302540097,5
A27H9DOUGY9FOS,B00C43TWB4,4
AN3IKQL07YBTR,B000H5U5EE,5
A11XE9ALRP4CKK,B005NKIPUY,5
A26GP656X7CSWO,6303908306,4
A16IXZW2A0NFR6,0780619250,5
A2GIQC7JZT0J5F,B005LAII12,1
A3PQ3K5RKNJYA1,B000MGUZAM,5
A126KX6FVI4T66,B00004TJRW,3
AT57B36BHDQ00,B00005JMZA,3
A3RL4YS532HSEG,158270399X,2
A1CXNTLATG1HVE,B0006N2DSI,5
ABS2A1OWX5Q8,B001ATO9HK,4
A2UMMZ17SNXIO3,0783227280,5
A3U8L18K3JQ5AH,B009904LQ6,3
A2NJO6YE954DBH,B000FFL2GQ,3
A25MRVI1HJ4BUE,B004A8ZWW4,5
A1JDDX70A0XUFO,0783243499,5
ANCOMAI0I7LVG,B002SYAGN2,2
ABX4YI9IRK83S,B000O58ZHQ,5
A35LG6T7LODZ14,141983049X,5
A14MOU9MF0NNVB,B0015OKWKS,4
AJDQ5EBQNDGLF,6305962987,5
AHXBAZRO13Z84,6304852770,5
A3VA8W5ZR7QMNR,6302787297,5
A3UQM3J20IXW89,B00092ZMDY,5
A2V29IO9JQQF5P,B000GRUMPU,4
A3DGB4HN3QCGAL,B00009V7NZ,3
AGE1OUCVDECUP,B00BEIYMIS,3
A37MH7ICH80QOX,B0053O89YM,5
A20568D9GRC08W,B0021L8UXA,5
ASHP8S5ECNIDP,B004YHRZJE,5
A1GGOC9PVDXW7Z,0783225873,5
AU1SKSAF00JJH,B000ADWDE8,3
A1IFHFXIHESV28,6301942647,5
A2I3LXPXV1PYZX,B003K7S0KM,2
A30S5NE35WN2IK,B00003CXQM,1
A2FD22CW00VRRM,B008N25XAE,1
A19HOYIQJRTCIK,B001FB55HQ,4
AJXDOJMFRLT5T,B0090SI1RM,5
A5CWLQF6QO3CN,B00005JNM3,4
AY6QWTWG99N2B,630020829X,4
A14NK2VSZ00VI7,B002ZG998G,4
A1PL8JA0TEHBVN,B000021Y74,1
A126KQL50VSVPE,0783228015,5
A3HGGYGQSNMU4T,B00003CXSP,5
A3FFI92VBLL8S3,B001E6HUWK,4
ANCOMAI0I7LVG,B00006CXHU,5
A20DZX38KRBIT8,B000E8NPDC,5
A2Z0X4DQLWGMCL,B00GD9GNEY,4
A1VKEVP3GO1G9R,078322253X,5
A18RQ2URRGIIEA,B000065U38,5
A2BPDFR58H9575,B0036TGSR6,5
AI85YA6BLDGYA,0792101448,4
A1EHTFVSD0H7I6,B002ZG98VE,4
A3ICK999U0M2CU,B00005JPNY,5
ADQQE8RSV6KFP,B000ADWDFC,1
A2CC70FYWWOI1U,B0001WTWDI,5
A379WGF0PER5LP,B000P5FH44,4
A28EMNNCGUX6PI,B003TYI092,5
A12YGUFT6AY9V7,6301123018,4
AE8W6OW6A1M5M,6300215512,5
A2WCRX5OQM6FED,B007QD0VCG,4
A2LZWOWISA7RS7,6305554420,2
A3E2R9ZHKEUCHT,B0007ZEO8C,5
A6DOCZ10B7JAJ,B003L20IEC,4
A1UWFPQ1WCHZ5L,6304039255,5
A1X1CEGHTHMBL1,630251004X,5
ANCOMAI0I7LVG,B000BITUWU,3
A3SFO2GSP5CVSM,0790736918,3
A3EUE7XGJUPECX,B000W07EKW,5
ACTEAPEPGDV8G,B00005JL99,1
A289MOPXWZ0Z6O,B004LROMSO,4
A3SA0F2COP03J,6302919517,5
A16XRPF40679KG,B0000A5A3A,4
A2EX0W4SJ7Q7WV,B00BEIYN9Q,3
ASRA2UZ3JV87B,B000E5KJF2,5
A1LPKQWRHTAHQN,B0010TDRP0,4
A13DQTXG02HZC1,1404983082,3
AGKSR6YWSHTUB,B008NNY8R2,4
A1PQLR0EN31PE8,6303386687,5
AMJYNF6FI9JDM,B002BWD73W,5
AODDKGNNV7AG2,B00005NG6D,3
A1KAR9G699RM56,6302413435,4
A16YCLRKOU0EV3,B00004TS0N,5
AX9GYP3BMRQV3,B000VWX6TO,2
A288MD5LTH859O,B008JFUNHI,5
A1TBSKSPZHAYHG,6304689640,5
A3HXZPCBEYA22N,B000KGH03Y,1
A3IM77LLZAN8B6,6302632935,4
A18UII1RDFOZTD,B00094AS9A,4
A2HJT8HRVMU6BZ,B000UZD4AS,5
A1M72DZI96LY1A,B000H5U5TY,4
A28CZTN14Y4Z1O,B00003L9CE,5
A1NLZVP501JM5Z,1415726698,3
A39UPRGT8Z0AIE,B00005M2FI,4
A19ZXK9HHVRV1X,B0007P0XBO,2
A15RT3KRZGPL07,6304488297,5
AJXE21VNAHISA,B00BEIYMAG,4
A1WP8IXH2DSHI9,B000K4WPCC,5
A3D6KZT0QG6UKB,B008IG0F4Y,2
A2V5HMKYATEC9R,B000BW7QWW,5
A2R3MODE558EUI,B00605MY0S,5
A2HY7GOWZH1XER,B000FFL2G6,5
A2CG4UR3T6AN86,B0000AQS0F,3
AC3STF8DSRUPE,B00005JOJP,5
A6H7FJYGLF0R4,B0050I2PQE,4
A20Q26CIILN0O4,B002BFBAUG,2
A123FH581XSH62,B008JFUPFI,5
A33D9U8VZ8IT7V,B00005JMUK,5
A1E6JS6C205VZD,6300274187,5
A1HGDD4G4VDK90,6302068983,5
A3BFDEBT5IV4UN,B0015I2RSO,5
A2TOU0N8XE68W4,B00005T323,5
AQS3Z062MTX0L,155739444X,5
A1K0UT3GA4QQG5,B0013FZUQK,3
A2Q62T6H234LN0,B00008QSBA,3
AR3NVFXH12R02,6300147444,5
A1PBK25WOPM6QA,B0077PTWKA,3
AQ79CCQ0NT1D1,B00DPH7QFM,3
A3B5FKCOQQZPCK,B00006CXHV,5
A2K5WMO4H40N38,B00CFB6OPC,4
A3RKKEF3UC5Y9V,6302409365,4
A1J03J0HZ7KU5T,6301965965,3
A3E57GC1DLGRF8,B00AF6B22E,4
A18UGFCK6NZ3KS,6302842271,5
A3TY689UW9FUYZ,B000078UJW,5
A3KUUII2GSHN7T,B00005JLD4,4
A1G0VFQ9198IUF,B00004XMSB,5
A2MQLYAQKKRXEA,B0002PYTD2,3
A3C76TEZ0IYBCR,B0000A2ZPJ,5
A15OIIXX6Z0PAW,0790735172,5
A3UGHNEHEVSFPT,B004A8ZWVK,5
A2JTD6D79HNA5X,6305807043,5
A2NKHNO8VA378W,B000SQL4WY,5
A3FPFCJW10NI6S,B0090XUARQ,5
A2J7BCT93K23PU,B00005QW5Y,4
APD6S03YFZ0CF,B000HEVZ7Q,5
A2F1P10GGZ7K2T,0767805267,5
A2SWW3OWEGLN2O,6301965817,4
A2KXQ1CIU9B8Z2,B002VPE1AW,5
A2IW4CBVAYQ7ZB,0790729652,4
A132WLC8R4TH6M,B0002YCUR0,5
A2GCHG6U8HTVIT,B000UAE7L8,4
A3062ECWSS2TRC,B000KG4BH2,3
A7Y60RHX4M2BX,1574925628,5
A4U5CITC1JB05,B0011U52E2,5
AXVKMYWNIHK7W,6305426651,5
A2NJO6YE954DBH,6302424267,4
A3P5PX1Y9AH1VX,B00005RT35,2
A1OCSKL4L45R2C,B0012680BM,5
A18EPAQ44YJTW5,B001S29PGO,5
A2TJWNRBBU82FQ,B00005JO24,4
AOK51PED51KHN,0790736594,4
A2WWMFQ5Q95NRL,B000063IOT,5
A1H4NFXAJQRQ2K,6305869103,5
A1SL7CB1TZXORJ,6303418503,5
A3SF4LJOFO6WMY,B0035CVB2Q,4
A2D79U68NKWC13,6303354742,5
A3C07RZHPK83HA,B000K2UEDG,5
ANCOMAI0I7LVG,B000VKL6T8,4
A2VIMEL7IVEQXL,B001E0O8DA,5
A2KLQDTKF39X0E,B00005JLGP,1
A1J66TA573ZPRX,B000067DNE,5
A2798GX873X8HB,B00A2H9U8E,5
A1CIW2OEVAJRM2,0767824571,2
AI71P00BG70FQ,078321958X,4
APYCNRS112N2B,B00000JLV7,5
A3TD7B0CT1NHO4,0780625803,5
A327YZ9EDPHDOQ,6302878691,5
A2PARF3QH83O9G,6300214419,2
ADFUGKYCWFDQJ,1573471046,4
A2ATWKOFJXRRR1,B00005JPXS,4
A2FOT0QE23VN6J,B0012RLX7Y,4
A1PAWBN3JDNSW7,B00000IC9S,5
A1F1FOR46702YF,B004LWZWFQ,4
A2ECYCMXNSYOPX,B000050NS2,5
A1ALVTBS2UO10,B0007NN6JC,1
A397F9CH79LD3S,B000X1CRY8,5
A1XYW10V3TWY70,0788806270,5
AH6SP95KPHMRX,B00435RZ56,5
A2ZX6GW8WL5AG3,630428666X,5
A3S9YV0T2UI71Q,B000F6IOBG,4
A3MHAMGDEN5SW0,6305293619,5
A343Q1T0NM6PNQ,B00699G6EU,5
A2XWU6Y8PF8L17,B00008OM6K,5
A3H9JSM1SUTE4O,6302033845,4
AZDKBJNZWEGWD,1417065818,4
A2X27FQSHP418Y,B00005JLGJ,4
A5E5QRM74JPOD,B00031TYBC,3
ACKRQYN9K62LC,B005LAII80,5
A2TEQQUBFY3K2F,B002ZG989G,4
A13MZLFSYIIPC,B000HEVZ9E,5
A29WXNSV8SHSK3,B000OPODNG,4
A1NOWPCH9W6VZV,B00F3OLVWE,4
ATCO49HZAY7C4,B0051T47ZE,5
A2ONIL7HAD8XG7,0792151712,3
A32LGUD2EF3IEE,B00006FDAB,1
A304O3WIHBUNQQ,B0010X741O,5
A13WK0568LZNL0,0792845986,3
A30TQET02FLSUX,B0021L8V3Y,3
A3R8PXSFGY9MC2,0788882988,4
A3T0OTH5072YRE,0767834860,5
AVJZQ6YNFUK92,6302037409,4
A2T7TZBOTP68C7,B0000APVIX,4
A2WY1ZMRCULJIS,B00005JL93,4
A1QZ5CTSMGPET1,B00DICPBP6,5
A2NIUVVH46ZDTH,B0016MJ73W,5
A1J4XDHQ0PCXB0,B00543R3WG,5
ATZXKUZNVUUS7,B004UXUX4Q,1
A1JE245AJV8FI9,B000CCZRBI,5
A3L61G6N7AT8N2,630025545X,4
A207OOZRGD8GUD,6300181537,5
A124OY4FLG30V0,B0056YMDU0,4
A3D728MIQI56LK,B001L8YQ64,4
A3PJQ4742VN84H,B005IZLPKQ,5
APFE5VXI70K71,0788606344,5
A2PAD826IH1HFE,B0009I8PHS,4
A15D25N95RTRXK,B000ARLYDK,4
A21R5J5TYGBZOF,6301750756,5
AQO0IX87FZG1T,B003K1NGXE,3
AHI7O4VKWR49S,1573625736,4
A1367LWS3YVTNB,B0021L8UT4,5
AL4MKKO24563R,6300247112,5
A1C7OW2QBJKU6J,B00020HBUU,4
A1MUAMOZS6JD98,B000YAF4MA,5
A3K93OWHKHGI9V,6303115381,1
A3VNLWFDMF8G9L,B0001NBLEA,5
AJ5247U67E5HB,B00005LQ1L,2
A1R602SXNGOMJ4,B0006210ZG,2
A2LOD63NNTETOW,B00003CXPJ,2
AAHRNX2K4UN7E,B000JBXH82,3
A3RVS3ZM572HZK,B00005JNX0,5
A3VZCJWM4E8EEN,B00000IBME,5
A3DCNC90MS4HVE,1565672259,3
A3HM5G9IV1FTFP,B000WC38WI,4
AEMPJD9G9CS1W,6305652139,1
A2XEZ8PGMOK78L,B005LAIH2C,4
A1KLIBUDS995KB,B005LAIHXQ,1
A7JAVM3JDL7BG,6300247090,5
AUTBHG6070SL4,B001UV4XGU,4
A3J85VVGLCXD57,0783225504,5
A1GRXGXV628DJ8,B00003CXHJ,5
A1F0F1L4I2NAWL,B00114UUBS,5
A4PMDMEKJ6KGM,6301730038,5
A3OVLUPH7N96YP,B003Y5H574,5
A3U56M0Y8LYO6J,0790729636,3
A1C2I5LZIFDHIQ,B003ES5JEC,5
A2QOT7L0AWUGY4,B003L77G10,5
A39650P2CZUUC9,B001U1RM40,5
A2FZ5RDF7W8KYB,B000784WKO,5
ABX3704SXNU5F,B000BNTMJQ,5
A1L4EGOAKVBBEQ,0767810856,4
A4HZ0TDPTKM38,1558803564,5
AQBLXHQ7O3H37,630344265X,2
A14C2YDMFC0UUD,6304587341,4
A2ZJGN1O84BQY7,B008JFUNKU,5
A3RTMB76CJWY9U,1559408758,5
A28RSYQZMIAA57,B0016OCTUI,5
A1WEBVLOT3SF60,B0002DB5NG,5
A2QGP71B7XG0YZ,B000YDMPB0,5
A24ZFFRQ4MG3XL,B000PY52CW,5
A1DV5Z6SSMGDG0,B002VPE1BQ,4
ADQQE8RSV6KFP,B00005JO16,1
AIMR915K4YCN,B000RXVNCY,5
A2HKYSLT8GDMJV,B002VPTJNQ,4
A3F4VFQF32VQ0H,B0006213JE,4
A8ZTPTLGC4755,B005S9ELM6,4
A1KBMTKE3CJ7Y7,B00000F73D,5
A1JFJFHKG8Y7LB,B0058YPL66,5
A21EZEM8PB6I8U,B0002RQ0YG,5
A3TDT5O91LFXO5,B003Y5H574,5
A28PRU8FTMCT8J,6304287305,4
A9O6RD3NGDQN0,B0090SI4HO,5
A27H9DOUGY9FOS,B000EHQ7HY,1
A30M3WWF54M74L,B000MGUZDY,5
A1B7MH0MB7GJ7O,B00ANDGYRM,5
A2J57EQ9KPGXR9,B0002T7YWQ,5
AVBX04OFC12ZS,B001JAHQ0M,5
A2DP64I3MMQWC4,B00DQN6IOK,5
A2RW7YL833JUP3,B004WMOSIC,4
A3HQQM439ZHXHS,B005OJCI0C,5
A47HVKXH9IUPN,B00BLN4V2I,5
A1AHD7EDRQ4S5U,B000BPK2KC,5
AV6QDP8Q0ONK4,B004A8ZWV0,2
A1DJ7D31UG6RSF,B00003CY67,5
A2NR38N3QB3JJ2,B006T5JZ4M,1
A220FJEQNGMSRN,B0001Z51LC,5
A2US0QBGZ6BIMB,B00018WL12,5
A2GY7QMY1QCKFY,B0006IUDAS,5
A3I9AT7T5FZ47Q,0783227876,1
AJYGQV81FSFE2,B00005JP1Y,5
A13JPNQI7WEQ7C,B001VHFEFM,3
A2C21DQ4FQARGV,0790733633,1
A3PMZD8OJPI8M,6303257429,4
A1V7JA3W5T6E5K,0783225849,5
A1PASRZ81DY9C,079070546X,4
A3GQGGZL0UI1L9,B005IF7AZK,5
AYLGYO64H9DVG,B00006FDAG,5
A1R4HQIWADCTP0,B000G1R39E,3
ATO06M2U1Q15L,B000E5KQOQ,5
A2VJ80PM1G00QV,B00003CXHJ,5
AMB2Z4FMDBWQY,B00DW5IKN4,3
AAN1YZRVL3XYN,6302271991,5
A31WKX5YJHD5NA,B0042EJDJ4,5
A2XA8CW5DF4MNZ,B00005JMMT,5
A1EARN5PUVIF1S,B0000ALFVD,5
A3VFQ46IIPUZM4,B0000AQS0F,4
A17WMYE5US41YK,B00005JKZ2,5
A1GN8UJIZLCA59,B00005NTO2,5
A3QFSS0ZBC8K13,B002BWP2IK,5
A1H5KMJ3TAGRCQ,B005LAIH2W,5
A1Y6LYVRLEQ1FA,B004UGCVX4,5
A1CLHLW9PFKG9Q,B000GUJYZQ,5
A1KFJ6XHEGSSQX,6300247651,5
A2CBTU4N51UMV8,B00008W64E,5
AM2PV53UX1JEQ,0790733226,5
A1IOJE0W1NXOSE,B0001CNRRU,3
A3QAQUUPFIARWB,B000M8N412,5
AA5XZVANDXGJE,078881172X,5
A2R1HAXRNU0QX7,B000NIVJF4,4
A1VTTGG32E9CTD,B0002Y69NG,5
A1I1VEIF2RWYW4,B00003CXXO,4
A2NAM6PUE3TGDU,0790734850,5
A13OMT8D4GPIBV,B00006AGHD,5
A16H208JVRTMU4,630321245X,5
A1S6BZLS5SS994,B003PIUINI,3
A1MDO8RZCZ40B0,6301967550,4
A1M77L346AP9VV,B000UVV260,5
A1L3JKXFHGJ9TS,6302509998,5
A3JXOXKWOIETIY,076781956X,4
A3LFY2QDFXPU04,B007I1Q544,5
A1QLQFG062ZA3R,6300213986,5
A38NY12XDP9IW2,B003L20ILA,5
A33FIFTRWSSQDU,6302468027,5
A1MPTJIR3LDGNZ,6302874807,5
A257K87KQ1IP28,6305742413,2
A19YBXY23A06XD,B00CMT52T6,4
A7BMU8ZJJ77I0,B00016XNZC,5
A1MG1X67S4KS5U,6304383827,5
A1VWV0E5RHPYTY,B0058YPKIA,5
A30NLE9IFGTNNW,B00BPRI6WG,5
A2AE8WYCV4FSBA,0780625129,5
AZE3JOLIEED6J,630253027X,5
A49XO4MO130OS,B0010HOZVW,2
ABO2ZI2Y5DQ9T,B00005JOFZ,4
A38KP1POQ191WT,B000BW7QWW,5
A3PFHVS7V4UZTG,B000V9KF8C,3
A2TJVE68KQNYEG,B000F8O2QK,5
A3P8XQLVYVQ6ZA,B000QQDEZG,5
AUGABW5AS2OXM,0783240953,5
AIPXXAZSQ0ULL,B000MGBM1S,5
A3ED8SZQT1ZF82,B0059XTUVI,1
A3S9VAIVU3MIQF,0792835077,4
A3AZEYGIVDYTKL,B007K3JCAE,4
A3EZHMGGWY74HY,6304708432,5
A1H16VPL9XKGGR,B008EFDC6M,5
A126Q2HVTCS9P2,B003ABZGQY,4
A1XT8AJB7S9JJG,B004FQX58O,2
APMK9UZNZ9AUA,6305133514,3
AYG1U47VFZ165,0792844874,5
A3JMJPXA7J16GU,0767805739,5
A2C7BOQVFH1HLE,6304039522,2
AY7XV7PU04HXG,B00E688720,1
A2BNNU4ELFKK4N,B001GP5TMW,4
A1CLVONY0Z0UKO,B000068V9X,4
ADGDDAGTBVECC,6304286791,5
AB1UMC7SB9D7Z,B000JMK6LW,2
A2CUGA1FOY2KTM,B0009A40JI,3
ACTSOF7OLCCMZ,6301972341,4
A3J5WEY9BS9EFA,B00KPP6ZLS,4
A1Y19SOGNP3CQO,0767802624,5
A3HMR0U2TKL1XR,6304401132,5
A3FBZPMJDULD88,0790729733,5
A2MX9DZH030CNZ,B005LAJ22Q,5
A2LSJMQS9N0AQV,0792136926,5
A1ZKAHFYCJRGQM,B00003CXDF,3
A370T7ZOJJ76I2,6302272548,2
AFV2584U13XP3,B00II562CO,5
A3ATTCCO32ZXET,B00005JMW7,2
A17E4Z4I7FT72Q,6302763924,4
A3N4JL3R7XX59G,6301966066,5
A2Z28WKY1LHBKY,6304071825,5
A21OT2KDEHIQ8P,B001HN68ZU,5
A3EUSH8DPW75LR,B000SQFC1S,5
A2BSZPRBKYAB2K,0783225741,3
A2CECT33X7IQY5,B00DOZNI8Y,4
A2CEX7784M8YSU,B00006RCNX,5
A1CYOHNGQ1WED1,B000FP2OP4,3
A1D58ZYS18CGXW,B002FOQXSM,3
AS2SJP1G389FE,B00A4Y60P6,5
A253W0EDTXK5E4,B0002ZMITY,2
A2QGH6E8P564C8,6303675026,5
ABFW2X0CMQM24,B00008DDGF,5
A2JLSHTST2SP1I,078886047X,3
AY3IM97CPMKP6,B00004W46N,5
A3GPW9NANH6WF2,B002AMVEF6,4
A3NZVCL9N8CLHB,6300144747,4
A1B9ISLYYCHIVE,B00079HZY8,1
A3QR8HPERIVJ0X,B001OMU6UM,4
A2ZU11T87QDKT4,B005IZLPKQ,3
A1NQZPPUU4O5TQ,B0000AQS7M,5
A2VZIH75IMKB5L,6303675220,5
A1SXC2Q4ECRPOA,B005W2BWMG,5
A36P3PZ3DP1RDF,B001TOD92C,5
A3ARJ16772TKHT,0790729997,2
A3LIZMJS41K34W,B00BEEKN26,4
A3VEBKKULCABQO,B00AW0KHTM,5
A1F2EYORWOZ3G1,6300216500,2
A116BPIANHZEP6,6303338569,5
A1QUF25ZMY25V3,B00005JMCT,5
A2LWKCYTZINES6,B00018D42W,2
A96K1ZGW56S2I,B000ARTN3I,5
A2TXH9QKLD4ZVX,B005S9EJ14,5
A30SMDKXIVLTL7,B001M6SHD8,4
A2UR0J92JAR2TW,B000S86J3Q,4
A1PFM02DI8GSFK,B007REV4LQ,5
A1J9MMBMXMO5NP,B000K7VHOG,1
A21K5C3V9Y4ZFK,B00005JLRE,4
AA8L9LA2CQOX9,0790749653,5
A2NUWIBIV3VTJL,B003EYVXZ0,5
A3S44X9KHMS9MD,6301217977,4
AHY9EY9HGQTP6,B0002UNQ5Y,4
A30IFS1EVVCPWQ,6305813027,5
A382XXHAZH2JR4,6300214192,4
A2QO4P5SGAZYI8,B005SH65GI,3
A1P1VX2JE0CRCH,6301914090,1
AAIXO4LNWUUM5,B001LK8SKW,5
A22U9OGGOTFW85,B0031ZWZR2,1
A2BJAET1P9QUGZ,B00005JPTK,2
A32BHDDDOLQUR8,B0007RUSGW,4
A3HS700FJG8IDM,B005LYLP8Q,2
A2XMCJA63IPHB1,B000J10HXU,5
A2DUT0PFNRWBG9,B008220DGE,2
A3IBFLEWNLB17S,B001061UPM,2
A2A5S3GQ71PE94,B00005JN5E,5
A2S59UCZM6XUAE,B00068NVL6,5
A2JS2OU5SBH1XQ,630382336X,5
A2GPN2VKS8E77C,0790729628,2
A1Z2UPU7F26Z47,B00BZILQL8,1
A1DZKOOMMJM1MI,B00005JLR5,5
A2ENYKE4M6087P,6303241190,5
A1OW8Y0RGA5VOC,B001NFNFN0,5
A1C1T97KIJPGIX,B00005JOHI,5
A2X1G6S60ULIYJ,B001C0JCBA,4
AB68X1JJ1KT94,6302571251,5
A1XT8AJB7S9JJG,B006OMMTAW,4
A3SJFCGN99S7O2,B005DJ7AYC,5
A1X1SAMDN2WZP9,B0016I0AGY,4
AGGAYZ2S0VLXT,B008JFUUIA,5
A3TD7HLTDWZ382,B002KLAL7Y,5
A3XPT4HLT8HWP,B00005JNRQ,5
A3GOP9I92XD07N,6300182762,3
A2RHV42BTJSVON,B002VPE1AW,3
A1GG90M3EP6SJU,B000VDDE18,5
A3LT2O1Q1A02HS,B0002L57XC,3
A1JH6OFJIHPO71,6305781427,5
A3QHIH7C3H81EH,B002YSVZX2,3
A20KQX3DYE64IJ,0792101324,5
AFGEEWIWZQNIT,B00BEIYHO2,5
A1GVG0RFM2J8PP,B0002S64F0,4
AQP1VPK16SVWM,6302477425,5
A45NQ8F505R4M,0792834976,1
A1QR6FZVY58AD5,6305499578,2
ASMMIP6MN15DH,B000068MC4,4
AR7CVRJRHA5O7,0783221487,5
AD39QGHGWAOPQ,B0012KSUTA,4
AOSC6UD50SMLJ,B002VPE1BQ,1
A1N9979YKHYHB7,B0009UZG32,4
A3OXCYBGOJ5EH2,0783241569,5
A739AVC8O6UOB,6300274608,3
A96K1ZGW56S2I,0792838289,5
A5AIEA4LXWJH3,B0002IQMAM,4
A35GNQK1DC7WXU,6301871952,5
AV6QDP8Q0ONK4,B00DT55O9U,5
AYB0IXBPBJ20A,079074841X,2
ALHKJO0ZB0WXV,B000BRP4B2,5
A3I41MF1O2FAC,B00005YUNK,2
AJV7FHEH0GZNP,B00005JPAR,1
AL84ZT6D377CS,6303980414,5
A13IKSGDYNBNQS,078860676X,5
A1OOMSOB6SNMNJ,B005LAIHR2,5
A3GTZW08HC6UV5,B00003CY67,5
A3OTR0YBUI9MYG,B00AZMFONG,5
A1RV2U6TZNC2K7,0780623134,5
A1MGM1QAPOJIVX,B001U06NBE,3
AMKZHBOK7VMQR,6302610702,5
ATRILC1HTTIMD,B001FB55Y4,5
A21TL1GEVTGPEJ,B004QOB8SO,5
A2DA0PNUXDM2M7,B002IW62FK,4
A15JFODPMUGF0M,B000TZ0JZM,3
A1PASRZ81DY9C,B00020HAX8,3
A228JH8V9Y700G,B0000C23GA,5
AHVG37KI3IM38,B00000ILFC,4
A3BYZQV61VUEUE,B003Q6D2B4,5
A2KAK9Y12N7CQ3,B002VKE0XA,4
A10H47FMW8NHII,B00A2H9VKG,3
A2RKLZ21ST874P,B0019F02XK,5
AR7I6YU73WPS5,B000XSKDLU,1
A1JIEEUIFCMACC,B00123BY6S,5
A23WWH0D6ODFT,B000O59A2U,5
A1HNZ2M95PY9CD,B00A0TK4ZC,4
AXQXD1FKPVDQ1,B00003CXQR,3
A2ZN7MKJFRYP8Q,B000R349JI,3
A13DEHB3R86T47,B002BWP49C,4
A1PR9PF2Y0B0DY,6305300887,5
A26BWRBPP4V2WF,B0007RUSGW,4
A37S3ACL57LN62,B0000687E3,5
A2JXQG713FBO5Y,B003UD7J94,5
A1S3C5OFU508P3,0780621549,4
A1NSQVVH8UB8LY,B0021L8UO4,5
A2VT6G7DJ1KNQS,B000BMSUBI,5
A10BGR5JJIUMDM,6305710449,5
A3NK6P0QFDUZL2,630422754X,5
AHUN8PYMDT7U,B008ZRKIHA,5
A253W0EDTXK5E4,6301015290,5
A31UD28BQIWL31,B00HEPC0TS,5
A1C3OJJ612C2OO,B003UD7JC6,5
A1QSZQNV96XWM2,B003F3NE1Q,5
A32INZ3I2Y7ETB,B00BY6XM5E,5
A22GJ2SRENMZS0,B001UW59JO,5
AK61LQI92GTCH,6302730023,5
A16QODENBJVUI1,6303637620,5
A1N6WFGDUNG88S,B00068NVLQ,4
