reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A1DNA1EX759JPY,B000MXPE7O,Hairy Larry,"[4, 5]","A great movie. On the surface, it is about the founding of the CIA, going back to the OSS (WWII spy agency). At the core, it is about how someone losses their soul, bit by bit; and, lives a life less full than it could have been. I was surprised that I liked it, as I normally not very interested in spy movies. While there is some killing, it is not the focus of the movie; rather what is important is inner destruction. Effectively jumps around in time, which is something that I normally do not like; but well and usefully done here. Outstanding performances by everyone who has a speaking role, particularly Matt Damon and Angelina Jolie who give understated performances. There is a bit of background that was clearly shown, but might not be well understood: Yale University has a secret society called Skull & Bones; most of the early US spy aristocracy came from it, including the first President Bush.",5.0,"Intelligent, absorbing",1195257600,"11 17, 2007"
A1KQ1GR57HRWNU,B00CIXVAN8,DigitalPommie,"[1, 1]",Fun movie with an interesting twist. Good actors. And the magic tricks to rob the bank are well done. Enjoyed this.,5.0,Fun Movie,1380844800,"10 4, 2013"
A328S9RN3U5M68,B0000ZMH1A,Grady Harp,"[11, 12]","SIN is a minor movie with a fairly substantive message once we get to it.  The film is out of focus, meandering between the beauty of the Nevada desert and the wildlife of downtown Reno, and these poorly edited sequences blur the product and  pull the film down.  Ving Rhames is a man of the desert, having been dismissed from the police department for some specific blunders - 'sins' as it were - and is left with a moaning existence, a once strong man left with a useless left arm trying to keep his sister from spinning down the drug abuse whirlpool.  Gary Oldman is the mastermind, omniscient bad guy out for revenge for his brother's death at the hands of Rhames and in an eye for an eye retribution - his target for retribution is Rhames sister.  His stalking of Rhames and the ultimate confrontation of the two 'sinners' who must deal with 'the wages of sin is death' curse make up the bulk of this dark film.  One comes away from watching this film feeling that a serious re-write of the bulk of the script might have lead to an insightful statement.  But the usual patter of Hollywood pizzazz stealing the eye from the brain puts this movie in purgatory.  Good actors make the best of a bad situation.",3.0,Death be not proud...,1080950400,"04 3, 2004"
A2L3KL43DDWVSQ,B003498S2G,escapeartist02,"[0, 0]","Healing, redemption and two men's demons.  The excellent James Naisbett and Liam Neeson explore the emotional fallout of a teenager's killing of a man during the northern Ireland's troubles.  Very well done.",4.0,Excellent. But take time to savor,1331942400,"03 17, 2012"
A6J9LCOY1VRJK,B0034G4P4O,GW,"[0, 0]",There was something about this show. It wasn't great but I keep thinking it should have been. Anyway it was a good animated adventure for the whole family.,3.0,Good show,1388620800,"01 2, 2014"
A2HXTZ3JCJ441Y,B004A8ZWVK,John Cunningham,"[0, 0]",Great movie i loved how skeeter had the courage to stand up to the racist idiots of the day i would recommend this movie to everyone.,5.0,Best movie in a long time to show how hard life was for many in the south well done.,1358553600,"01 19, 2013"
A2ZU9VVPK18EX9,B00B58FU3I,SharonW.,"[1, 9]","I have not yet seen ""Aloha Fluffy"",but I own his other 2 shows.  He breaks my Mom and I down to tears; He is sooooo funny!I have a feeling that ""Aloha Fluffy"" will be just as funny. I will Definitively get this DVD.",4.0,Fluffy is Funny!,1365552000,"04 10, 2013"
A1L9MIIBI7409N,B000YENUI6,"G. YEO ""gyeo""","[0, 0]","David Cronenberg has always been an edgy, disturbing director - and many of his films are difficult to watch.  Eastern Promises is probably his most accessible film.  There's something old world about this - no fancy turns - just plain old fashioned filmmaking and great acting.  This is why the film succeeds.  I can't praise the ensemble and script enough.  This is definitely Viggo Mortensen's best role.  He's a compelling actor.  Vincent Cassel, who's always good, really finds his groove.  As does Armin Mueller Stahl and of course Naomi Watts.  The interplay and nuances of Eastern Promises makes it more Shakespearan and Godfather-like than a ""thriller"" as it's advertised.  It's a thriller played out as a streetsmart chess game.",5.0,Cronenberg and Mortensen's best,1251504000,"08 29, 2009"
AP3B615GM191G,6305807043,"Zachary Koenig ""K-Dawg""","[5, 14]","As a fan of mind-bending films like ""Eternal Sunshine of the Spotless Mind"" and ""Memento"", I was recommended this one on Netflix and decided to give it a try.  Unfortunately, after being intrigued by the trailer, I found that this movie is not all all what is advertised.For a basic plot summary, ""Being John Malkovich"" sees an eccentric puppeteer (Jon Cusack) finding a portal that leads into the mind of actor John Malkovich (John Malkovich).  Chaos then ensues when the experience is turned into a profit-making venture.Put simple, this is an artsy, ""concept"" film if ever one was created.  Many themes in the film are interesting and have potential to really intrigue, but all are eschewed in favor of oblique artistic expression.  Basically, it is impossible to ever ""figure out"" this film.  The characters are outlandish, the plot is all over the place, and the themes are far too frequent and passing to piece together coherently.I liken the experience to watching Stanley Kubrick's ""The Shining"".  The visuals are nice and the content seems thought-provoking, but you'll go stark raving mad if you actually try to figure everything out.  For director Spike Jonze, the overall artistic expression far outweighs a coherent narrative.Thus, if you are a fan of out-of-the-box, visually striking film-making, this will be your ""Citizen Kane"".  If, however, like me, you prefer some sense and stability, you will be disappointed (especially with the way it is advertised).",2.0,Not What You'll Think From The Trailer,1314489600,"08 28, 2011"
A34LBS9STV0IY8,6301773551,D.F. Cook,"[17, 26]","Every saga or legend has it's group of fanatics. I'm sure someone told Goldilocks and the Three Bears better than most. I love this series like many others. I have purchased a few versions. I believe in keeping things intact but I am also open to changes. I am one of the few (if any) that likes both presentaions of this film series. I own the THX widescreen VHS trilogy because I thought it would be the best available. I also own the silver 2004 box set. Like many I was curious about this release.Now, opinions are like...stars. Many, many out there. The theatrical versions of these DVD's are fine. There are certain imperfections but they're not that obvious. The picture is clear and rather crisp for an ""untouched"" print. The 2004 LucasVision prints are beautiful of course. If you're debating...if you like your THX widescreen tapes...I WOULD recommend buying this. VCR's can't protect your tapes forever. These are worth the money and they are enjoyable. The sound is decent as well. I have good but ""square"" televisions. I'm sure if I had a two thousand dollar plasma widescreen whatever then I might have some of the complaints that those do.However, if you like your TV and have a good tint with sharp picture then these are the best on the market. Will others come? Probably. But FOX and Lucas have given some fans what they want. I don't blame or hate him. He said he could never please everyone. Perhaps he will have the last say and put everything in one big box and wrap it with a bow and charge three hundred dollars.Put simply, buy them if you're a STAR WARS lover.",5.0,Just another opinion among the stars...,1158624000,"09 19, 2006"
A6WZVL0SRQAPY,B008OGIPJA,Brian Driver,"[8, 14]","NOTE: This review DOES contain SPOILERS!Let me say this one thing to ANYONE reading this review: ""Silver Linings Playbook"" is a wonderful movie, and if you have not seen it you should do two things:1. Literally, run out and see it.  Now.  You'll not see a finer ensemble movie this year.  Then,2. Don't read anymore of this review until you do.I am breaking from tradition here.  Generally, I like to write reviews that praise or criticize movies, making sure to tell minimal plot details and, above all else, not to divulge spoilers that might ruin the story for anyone who has not seen it.  This will not be the case here; I was moved enough by this superb movie to want to talk freely about it, and you should STOP HERE IF SPOILERS WILL UPSET YOU.""Silver Linings Playbook"" is a masterful contradiction: a mainstream movie shot like an indie, its rough edges are expressed in broad strokes as well as personal details.  It is loud yet minimal; it is personal, yet speaks to all of us.  It is a movie that is probably about no one you can think of, yet it will resonate with an intimacy that will speak to all of us.""We're not liars like they are,"" Tiffany (Jennifer Lawrence in a bravura performance) said in defining her relationship with Pat (Bradley Cooper, truly splendid in this role), and she's right: their respective brushes with mental disorder have somehow left them without the ability to restrain the words we all think but never say.These moments create comedy, but they can also be very uncomfortable.  We find out early they are broken people.  Pat, a teacher, was institutionalized for eight months after he left school early one day, found his wife in the shower with a fellow teacher and almost beat him to death.  Upon Pat's release he is invited to his friend Ronny's house for dinner and it is there he meets the recently widowed Tiffany, whose policeman husband died behind the wheel.  Though Ronnie specifically cautions him not to, his first words to her are, ""How did your husband die?""It is a potentially alienating question, as is their conversation about the medication prescribed to ""help"" them.  Yet Tiffany responds to his honesty and a potential shaky bond is formed.  This candor is foreign to their host; Ronny himself had only just confessed to Pat how the very home improvements he had moments ago been bragging about are strangling him financially.  Urged by Pat to say this to his wife, his host frantically hushes him lest his wife might hear.This openness has its limits; due to the particulars of her relationship with her husband at the time of his death Tiffany is now a recovering sex addict, and Pat's tendency to continually call her a ""slut"" quickly wears thin.  And his inability to see beyond his need to rehabilitate his relationship with his ex-wife Nikki is a continual barrier to his relationship with Tiffany moving forward.Make no doubt about it: Pat is a broken man.  In fact, there are several scenes in the early part of the movie where Pat is seen reading Hemingway'sA Farewell To Armsin an effort to come to fully embrace his wife by reading her curriculum for the school year.  We laugh when he reads the ending of the novel and flings it out the window of his attic bedroom.  ""That book sucks!"" he shouts, complaining about the book's ending, wherein two lovers undergo tremendous hardships in WWI, escape to Switzerland and, when they are finally safe, she dies in childbirth.  He is enraged that Hemingway had the audacity to consider THAT a good and proper ending to a book.  (We'll return to AFTA later.)What is so refreshing about ""Silver Linings Playbook"" is how it all fits together so well and bears up under further scrutiny beyond the simple words of the script.  Their drama may not be Shakespearean in language, but it is still one we recognize as eternal, and digging for symbols is a task refreshingly rewarded.That Pat wears a black Hefty bag through which he's poked neck and arm holes is attributed to the moist Pennsylvanian weather, yet the fact that he sees himself as trash is not without merit.  He is continuously trying to better himself and his station so that Nikki will take him back, yet he is forever stymied by the court order forcing them apart.  That Tiffany offers to carry his letter to Nikki gives her a reason to see him, but her terms of the bargain forces him to continuously practice with her so that she may enter a dance contest some weeks away.  He agrees not only for the purpose of passing on the letter, but so that Nikki may see that he is bettering himself.That Tiffany and Pat's first evening takes place on Halloween bears up as well, as they are the only ones that day unmasked.  Once inside the modest diner he has taken her to he, hilariously, orders Raisin Bran--the breakfast cereal--to make sure their night together is not seen as a formal date.  Understandably, their meal ends with her soon after storming out the door, and in her anger she cries out when he tries to mend things, arousing the public to her cause.  It is her betrayal of him that causes her to see him as a trapped and flawed individual, and she quickly calls off his tormentors.He is alone (his last name, after all, is Solitano), as she is, and he needs someone fiercely--he simply has picked the wrong horse.  For a movie that relies upon gambling so much (more about that later on), is such a metaphorical comparison out of line?It is also at that moment that she witnesses the anguish he feels whenever he hears the Stevie Wonder song ""My Cherie Amour,"" which was not only his wedding song but the song playing while his wife and her lover were showering.  Throughout the early part of this movie the song has plagued him, yet it is Tiffany's penchant for cutting through the superficial that causes her to shout, ""It's just a song; it's not a monster!"" and it is then he finally begins to place the song in perspective.I have not even touched on the wonderful secondary characters in the movie--and how often can one apply such a term to Robert De Niro?  His character of Pat, Sr., has lost his job and is relying upon bookmaking to fund his construction of a restaurant he has dreamed about running all of his life.  While such a dream drives the action of the second half of ""Silver Linings,"" perhaps more important is De Niro's skilled portrayal of a faulted man run by his compulsions, a psychological disorder that also, certainly, had something to do with the Pat's upbringing.  He is a Philadelphia Eagles fanatic; he has recorded and catalogued every game they ever played.  This is odd, but perhaps not worthy of being called ""crazy""; yet we soon find out he has done the same with other items in his house, including blank envelopes. Now, THIS is a compulsion worthy of merit.That Cooper's Pat has trouble with De Niro's Pat is not hard to fathom: after all, his father's repeated pleas to simply spend time with his son at first come across as a man's earnest desire to reconnect with his offspring, and we at first see the younger Pat as being callous for neglecting him.  Yet it is only later that we realize his father really has been harboring a secret motivation: he sees his son as ""lucky"" and wants to use him as one of his ever-present talisman.It is wholly appropriate that when this all reaches a peak, it is Tiffany who sees them through it.In fact, a few revelations later we find it is, as usual, the women who have been pulling the strings all along.  Not only did Tiffany, as she put it, ""do my research"" and point out to Pat, Sr. that his son has been a good luck talisman all along when in HER presence, but we find too that it is Pat's mother who had secretly helped Tiffany corner Pat all along.But the climactic scenes, wherein EVERYTHING comes to a head--the relationship, the dance contest, the restaurant wager and the all-important meeting between Pat and his ex-wife Nikki--Tiffany and Pat finally reveal to each other their love.  ""I loved you when I first met you,"" he declares, ""I just didn't know it at the time.""This is where the movie at once and at last unites with Hollywood and gives us the ""proper"" ending we've hoped for all along--against Hemingway's nihilism and against the cynicism one might expect here.  It is proper, though, that this one hope goes along with Hemingway's famous quote from ""A Farewell to Arms"" (as long as one doesn't read much farther): ""The world breaks everyone, and afterward many are strong in the broken places.""It is quite possible to see just how Pat and Tiffany are, indeed, ""stronger at the broken places,"" and may now achieve their Hollywood ending after all.*  *  *  *  *NOTE: As I write this, Jennifer Lawrence has just picked up a Golden Globe for her stellar performance (it was up for four); that Bradley cooper lost to Daniel Day Lewis in ""Lincoln"" is nothing to be ashamed of.  It is nominated for eight Academy Awards, including the acting quartet, director, adapted screenplay, film editing, and...oh, yes: Best Picture.It achieved an American Film Institute Movie of the Year, and is up for four Screen Actors Guild Awards (Actress, Actor, Supporting Actor, and--the one I love--Best Performance by a Cast in a Motion Picture; last year's winner wasThe Help (Two-Disc Blu-ray/DVD Combo)).",5.0,What a Great Ensemble Movie!,1358208000,"01 15, 2013"
A3VU9EC95GZ418,B0007DBJUU,Xbox gamers = REAL GAMERS unlike the sonymite...,"[0, 0]","I got this collection for $20, I finally got around to watching most of them this past december. I can tell you alot of them suprised me by the quality some had along with actors I had once forgotten about, I enjoyed the majority of the movies. However, there were some I couldnt stomach after watching 20 mins. I would recommend this to diehard lovers of old school kung fu only.",4.0,"Some great movies, some low budget duds.",1363478400,"03 17, 2013"
A35U2FY3ZWLGDH,6304290888,"Jerrod Maruyama ""mediaboy""","[9, 13]","It was a strange move for Disney.  After phenomenal success with animated features like The Little Mermaid, Beauty and the Beast, Aladdin and The Lion King, the animation studio took a risk.  Feeling audiences were tiring of the same ol' song and dance routine, Disney Animation branched out into other narrative territories.  A brave move indeed seeing as the studio had the biggest animated film of all time (The Lion King) and the only animated feature to be nominated for the Best Picture Oscar (Beauty and the Beast) under their belts.  The results of such daring and ambitious  aspirations were...well mixed.  For no one thought Victor Hugo's dark story and Disney's bright storytelling was a perfect match.  One can certainly see the appeal of that juxtaposition as a challenge.  The artists must have been thrilled to explore gothic architecture and cathedrals that served as the stories setting.  That inspiration came through loud and clear in the film's design and it's intricate backgrounds.  Notre Dame literally dwarfs everything around it and this concept was beautifully taken to an extreme in the film's design.  The character animation in this film is also amazing.  Movement and timing are perfect, a rather amazing feat given the unusually sophisticated character designs.  Re-watching this film illustrates how almost flawless the animation is.  Noteably, a dancing gypsy evolves out of the flames in an extremely dark  (by Disney standards) but memorably striking song.  With all this style and talent it's a shame the film lacked the magic and graceful storytelling of the Ashman and Menken years.  Too often this duo is reduced to a musical comedy team, a witty laugh factory utilizing the Broadway mentality.  But they knew how to tell a story and tell it well with real emotion and character development.  They used all the elements Walt had established as well as the strengths of musical theater.  They didn't so much re-define the animated feature as much as they perfected it.  Without their graceful touch on this film as well as Pocahontas, the magic was lost.  The songs were nice but not  memorable.  The characters were never fully developed though wonderfully voiced by Kevin Kline, Tom Hulce and Demi Moore.  Technincally this film is outstanding but it takes more to please the heart than it does to please the eyes.",3.0,Quasi-Disney,1016064000,"03 14, 2002"
A12C7XYE27B7KK,B0006Q93BU,Newbie,"[0, 0]",Love this TV series! Since the series is no longer filmed I just had to start collecting the TV series as they became available. Price is great also.,5.0,Taxi,1401753600,"06 3, 2014"
A3W41DC4TZLML5,6300271854,"Frank Brindisi ""film patron""","[1, 2]",I like this one a lot.  Very romantic and appropriate for lovers.  Gorgeous.  A MUST HAVE.,5.0,Excellent.  Recommend Highly.,1125014400,"08 26, 2005"
A22PIFQSSLATYS,B008JFUPFI,"M. Kim ""Believer""","[2, 5]",pretty good....could it be better?  Of course!I guess i miss the Batman Trilogy which was the absolute BEST superhero movie ever made!!,4.0,good CG,1389312000,"01 10, 2014"
A17LMTN718BQS6,B002VWOMZ4,"Kindle Customer ""mrs sticks reads""","[0, 0]",If you loved season 1 then you will love season 2 as well. The lives of the people of Candleford and Lark Rise continue to entertain. I love the simplicity of their lives and the caring they have for one another. Life lessons always abound!,5.0,So enjoyable!,1389052800,"01 7, 2014"
A13FV9RUQ38OX8,6303617719,J. Bencharsky,"[0, 0]",It's amazing that with such popularity and great cast this is not available anywhere for streaming. It's a fun film.,4.0,Cute romantic comedy,1377907200,"08 31, 2013"
A2GYCEAZYQ0ZUY,6303599109,Dr. Robert F. Knoll,"[7, 8]","MGM's grand attempt to create a worthy successor to GWTW in the genre of epic historical romance, David Lean's film, beautiful to look at and to listen to (thanks to Maurice Jarre's indelible score) has a cast filled with many late '50's/early '60's stars including Omar Sharif as the titular character (in an overly waterly performance), Rod Steiger, Alec Guinness (Lean's resident muse) and Tom Courtenay in an Oscar-nominated performance. The transcendent Julie Christie is the visual and emotional heart of the film, functioning as the love/sexual interest in 3 men's lives. Spain and Finland make excellent stand-ins for early 20th century Russia and the palpable beauty of Freddie Young's cinematography makes this Blu-ray an exquisite pleasure to watch in spite of the longuers of its 4 hour length. Scenes such as the Cossack slaughter of protesting workers and the idyllic but doomed sojourn of Zhivago, Lara and her daughter in a country house transformed into a fairy tale ice palace make indelible impressions on the visual memory of every viewer. The book/multiple disc format is especially appealing and makes this ""Zhivago"" a jewel of the high definition medium. Blu-ray doesn't get much better than this.",5.0,A Lara for the Ages,1294099200,"01 4, 2011"
A3A8NBPP13U6C,B000OY8NBK,John Hourigan,"[1, 3]","I was disappointed in this film considering the top class actors playing the main roles. I understand the intent in filming in black and white but, as a viewer, I like to be entertained not only by the story but also the scenery, particularly on a widescreen HD TV. This picture doesn't measure up. It would be ok on an old square TV. I thought the film was drawn out.",3.0,Dark and moody,1211673600,"05 25, 2008"
A1U9ZD4AZ5FNIT,6301960637,Shari Lyne DuShane,"[0, 0]","I had forgotten what a bad movie this was!  Unlike other reviewers, I found the acting to be substandard and totally unbelievable.  The plot was predictable and formulaic, the characters were two dimensional and predictable; I could not wait for the movie to end, and spent more time playing games on my iPhone, than watching the movie.  About the only good thing I can say about this film is that it was nice hearing Santana's Black Magic Woman, and thank god I can remove it from my watchlist!",2.0,"Bah, a waste",1395964800,"03 28, 2014"
A9NCQGVV5W8N0,B000QDLSR0,"darklordzden ""darklordzden""","[8, 25]","About four years ago, I suffered a very nasty bout of food poisoning after copping a dodgy squid in a restaurant while on holiday in Athens, Greece. For the better part of a day and a night, my bowels were in a state that can only be described as 'Lovecraftian'. They spent every waking moment excreting a hideous, ichorous, noxious effluvia of the kind one would only generally expect to see following the disturbance of a mass war grave. It is only now, with the benefit of hindsight, that I notice a distinct similarity between the things that I evacuated that day and the final episode of Season One of 'Heroes'.Seriously, I have never seen a more anti-climatic, self-indulgent, overly-sentimentalised piece of badly written nonsense than 'how to stop an exploding man'. The twee American penchant for attempting to sledgehammer yawnsome, trite, old 'love-conquers-all' and 'with-great-power-comes-great-responsibility' morality into every single frame of the final forty five minutes became so nauseatingly irritating that I found myself checking the DVD player to make sure that I wasn't accidentally watching a 'She-Ra' DVD.Unfortunately, this pretty much sums up this series as a whole - a promising concept squandered due to pedestrian execution, bland performances and tedious moralising.Consider my chips cashed and the Casino vacated as far as that series is concerned.[...]",1.0,"Squid, Superpowers And Squandered Opportunities",1241395200,"05 4, 2009"
A3PF36VPUXXBQY,B001P9KR8U,K. Vestal,"[1, 2]","Because it won eight Oscars, I came to this film with high expectations and was disappointed.  A simple fantasy story of rags to riches, that appeals to the emotions but not the head.  Understandably popular in these tough economic times when many dream of ""winning the lottery"" and in these times of reality tv craze.But the story, if considered rationally, is not believable at all.  The accents are sometimes difficult to understand.  The English subtitles are difficult to see on the small screen.  Nonetheless I give it 4 stars, because, had it not been nominated for any Oscars, it would have been just a simple entertaining 2 hours, and it deserves that much credit.  Plus Dev Patel does a splendid acting job.",4.0,Disappointing Oscar Winner,1238889600,"04 5, 2009"
A3H3PW902OBHAV,B005LAIHQS,T. Nash,"[1, 1]","Aliens, slime, time travel, satire, a world wide catastrophe to avert,  great banter, a touch of sentiment, two fabulous actors. What's not to love?As expected, MIB once again delivers. I never notice who the writers are, but I'm very appreciative of their work. These writers are exceptional. (The rest of the team was pretty darned good too.)",5.0,Consistently great series,1355961600,"12 20, 2012"
A2QBPR6O9STPL7,B005LAIGLE,PJSolarz,"[0, 0]","One of those &#34;oh boy, this guy is going to be in trouble when Chris (Mark Wahlberg) catches up with him&#34; kind of movies. Good story, great acting and a job well done by all involved in putting this movie together.",4.0,Contraband,1394323200,"03 9, 2014"
AECVYXIL9791R,B0001XAOQ6,David C. Read,"[3, 7]","This movie went straight to video, without a theatrical release.  I'm not surprised.  It was obviously made on about 1/10th the budget of the original film, if that.  The whole thing takes place in a single location, and the special effects are extremely limited compared to the original.  Overall, the production values are about what you'd expect from an episode of Star Trek: the next generation, or deep space nine, perhaps not even that good.That said, the plot was not completely awful, although not the slightest bit original.  The acting was not good, but I've seen worse.  Really, if it wasn't marketed under the Starship Troopers label, I'd give it three stars.  But to market this movie as a sequel to Starship Troopers is sleazy.  There is no comparison.",1.0,Almost as bad as a sequel can be.,1093564800,"08 27, 2004"
A1LKCUQ3SQTHBE,B000065AYI,M. Boring,"[1, 1]","David Suchet is the best Poirot ever.  We love all of his Poirot mysteries and intend to collect them all (over 65 at last count).  The only problem with this set is Acorn Media does not include subtitles or closed captioning which makes it less enjoyable for my nearly deaf wife.  I often stop the DVD and tell her what's going on, or if there's a crucial or funny line, I'll stop and make sure she gets it before moving on.  Otherwise, fantastic!",4.0,Suchet is the Best Poirot!,1278374400,"07 6, 2010"
AGMBXXRF2N54C,B005LAIH4A,H.T,"[0, 0]","I liked the movie, but it wasn't as funny as I was hoping it was going to be. The message that it carries is very good.",4.0,"Great Message, but not as funny as was expected",1359504000,"01 30, 2013"
A96JD9312DHWC,B003L77GI8,"TorridlyBoredShopper ""T(to the)B(to the)S""","[0, 0]","The spies find themselves running head on into Hollywood, where they find their knowledge looked at by an up and coming star. Combine this with a script by Archer's mom, a bit of oddity about a journal, and a little jealousy between archer and his top female rival and you have an episode.When I first watched this one, I found myself laughing on and on and on. This episode was a good on, and it focused on some of the gang and their past/ present. It always has some off-color remarks, some weird happenstance, and other things happening. Still, the jokes are either on or off and, here, they are on.The clarity here is top-notch when it comes to downloads. I saw a few that were not so stellar when it came to this show, too, and I have to say this is 5/5 material. combie that with a show that can be 5/5 and should not be confused with a kids show and you have some great stuff happening.",5.0,"Hollyweird, movies, to Russia with Loathing",1299974400,"03 13, 2011"
A19BQ2FXJ5CCOH,B00064MW6A,Daphane Carroll,"[2, 4]","Ancient times say that the cat was to be revered, worshiped and feared. In this movie life repeats itself with it revenge.",5.0,Exciting,1379721600,"09 21, 2013"
A3IXQI6ZBFXD65,B00005YKXQ,Tryavna,"[72, 74]","Anchor Bay have rereleased this collection (originally released in 2002 and later withdrawn) for a limited time. If you have any interest in it, you should grab it before it goes. The folks at Anchor Bay (bless 'em) have one major fault: they let some of their most interesting titles (Ipcress File, Sleuth, Wicker Man LE) go out of print.At least three of the Herzog-Kinski collaborations are must-have masterpieces: Aguirre, Nosferatu, and Fitzcarraldo. Since you can get the whole collection for the same price as those three films individually, you'd be silly not to. My Best Fiend comes off well as a sort of &quot;extra&quot; to the whole collection.As other reviewers have said, the transfers and extras do the films justice. I have only 3 minor complaints: (1) By buying the collection, you don't get the English-language version of Nosferatu. I prefer the German version, but I'm also a completist, so it annoys me. (2) For some reason, Herzog didn't supply commentary for Woyzek. Since he did for the other four features, this is a glaring omission. (3) Why didn't Anchor Bay invest in adding Les Blank's docu Burden of Dreams (about the making of Fitzcarraldo)? It would have made a wonderful extra for this set and could have fit alongside My Best Fiend.None of these complaints should stop you from getting this collection. Overall, this collection offers fantastic value!",5.0,Buy this while you can!,1091232000,"07 31, 2004"
A2RKI7RPP5CJMG,B00003CXG6,"K. Fontenot ""Prairie Cajun Regenerated!""","[23, 26]","I really enjoyed watching ""The Road to El Dorado.""  It's full of adventure that every young boy enjoys to watch.  Unfortunately, I'm almost thirty, and the real reason I bought this flick was for my four-year-old daughter to enjoy.  She liked it well enough, but it has many themes in it that are a little bit over her young head.  Also, there are a couple of words in it(hell and crap), that some parents may not want their youngsters hearing.That being said, this is a great film for older children to watch.  Much like ""Atlantis:  The Lost Empire,"" ""El Dorado"" has plenty of action and even a little suspense that will definitely trigger the imaginations of youngsters who dream of being pirates, Indiana Jones, treasure hunters, etc.The story begins with Miguel and Tulio, two generally low-brow scalawags trying to cheat their way to riches in a game of dice.  They gain a map in their victory but are quickly found out to be cheats.  They hide in barrels in order to get away from the authorities and those that they had cheated, but are placed on a ship headed for the New World.  They manage to escape at sea and find themselves beached at El Dorado, the legendary city of gold.  They are mistaken for gods and are treated as such.  Along the way, they stockpile as many of the natives' riches that they can, but in the end, they must make a huge moral decision that leads to a swashbuckling conclusion.With the voice talents of Kevin Kline, Rosie Perez, Edward James Olmos, and the wonderful Kenneth Branagh, ""The Road To El Dorado"" is essentially a buddy flick for the younger crowd, though this oldster found himself enjoying this film quite a bit.  The music, by Elton John and Tim Rice, is ultimately forgettable, but the score, by Hans Zimmer, is much more memorable.Pick this flick up for your older kids.  Younger children may not catch the bulk of the humor in this film, but the comedy provided by Altivo, a horse, is sure to get some laughs out of them.Highly recommended to anyone who enjoys adventure films like all of the Indiana Jones flicks and even ""The Goonies.""",4.0,Wonderful Adventure Tale,1140048000,"02 16, 2006"
A3MV1KKHX51FYT,B00065CQLU,Acute Observer,"[0, 0]","7th Cavalry, 1956 filmCaptain Benson returns with his bride to Fort Lincoln. He notices something wrong from a distance. It is too quiet. What happened? A woman accuses him of absence. All those men who rode with Custer are dead, along with her husband Captain James Reynolds. He finds men drunk in the stables. They are ordered to duty. The flag is lowered to half-staff. The surviving troops return. The Sioux had Winchester 73 and lots of ammunition. Why did it happen? One man blames Custer. Captain Benson wasn't from West Point, he had been a river boat gambler. He was recruited by Custer as a scout. Colonel Kellogg will hold a court of inquiry. Should others have been there with Custer? Col. Kellogg with inquire into the disaster. Major Reno explains his orders to save his troops. Captain Benteen explains his actions. Are they trying to blame a dead man who can't defend himself?Colonel Kellogg speaks to his daughter about Captain Benson. She hopes to marry Tom. Captain Benson testifies about his abstention. The President orders a burial detail. Benson asks for volunteers, some don't know this. They are watched as they move to the battlefield. Benson chases one Indian, they fight. [This provides action.] The troop continues to the battlefield in spite of warnings. Benson has another fight with a trooper. [More action.] Some troopers talk about a murder; it fails. One corporal was a witness to Custer's order to Benson. The troop arrives at the battlefield. Officers are placed in coffins, the others buried in place. [They were later reburied.] Many Indians arrive. ""I come in peace."" He explains their customs and beliefs. There is dissension among the troopers. Will there be another battle? The appearance of Custer's horse is like an omen. The troopers mount and ride off and return to the fort. Colonel praises Captain Benson for his actions.Custer and two other captains were promoted to Brigadier General (brevet) in June 1863. Custer helped to win the Battle of Gettysburg in July by defeating JEB Stuart's ""Invincibles"". Custer won every battle he was in except his last one. He was considered a hero by Americans. In the 1950s there began a propaganda campaign to discredit him. You can see earlier movies how he was regarded. ""They Died With Their Boots On"" is still the best Hollywood movie. Custer was promoted to General at age 23, a record that stands today. He died at age 36, barely middle-aged. Robert M. Utley's book can educate you; there are others. Was he a ""vainglorious fool"" or a victim of President Grant's Indian policy of taking Indian lands for railroads and homesteaders? It is a political question. Custer and his wife Libby are buried at West Point.This movie has some educational parts, but is not as good as ""TDWTBO"". It shows the Indians on horses without stirrups, historically correct. Did all the Indians have repeating rifles against the single-shot carbines of the Cavalry? You can learn more by reading a good history book than a Hollywood movie.",3.0,Another View of History,1375315200,"08 1, 2013"
